"y","level","latent","x1","x2","D1","D2","D3","V1"
1,2,2,1.87775342521691,-0.185564566754829,0,0,0,"B"
1,2,2,2.21010546686091,-1.61952673049471,0,1,1,"B"
0,1,2,1.05764936927866,-2.49515218846473,0,1,1,"B"
1,3,1,2.99992198349177,0.791430596985809,1,1,1,"A"
1,8,2,2.83006215548319,-1.47663000630711,0,1,1,"B"
0,7,2,1.04589272824772,-0.454509225011122,0,1,1,"B"
0,3,1,0.41913875326814,0.745572982418826,1,0,1,"B"
1,4,1,1.1528625385657,-0.445222648626702,1,1,0,"B"
1,5,2,3.99702558276082,-0.0991115584836808,0,1,1,"C"
0,7,1,1.62503166261044,0.959014204692514,1,1,0,"B"
0,8,1,0.912531199797006,0.0258520911723742,1,1,1,"B"
1,2,1,0.181162787804135,-1.51979558003077,0,1,0,"B"
1,5,2,1.31172352179289,-0.72192788650344,0,1,1,"B"
0,1,2,3.25767599170794,-0.417798437840837,0,1,1,"A"
1,8,2,2.78012523994594,-1.11634134834594,0,1,1,"A"
1,2,1,0.646846527470087,-0.778049533257414,1,1,0,"B"
0,4,2,1.62047763952071,-2.73713420271785,0,0,1,"B"
0,5,2,1.45442444896482,-1.28833530198812,0,1,1,"A"
1,1,1,1.71897012758391,0.0513133781938114,1,1,1,"B"
0,7,2,2.23811879384081,-0.638297769466345,0,1,1,"C"
0,1,1,0.922414672072289,1.21775483063861,1,1,1,"B"
1,4,2,2.92222167439705,0.468994090587123,0,1,1,"C"
1,1,2,3.52742846236251,0.673648297740961,0,0,0,"B"
0,6,2,4.04925280473978,-0.521467200213168,0,1,1,"A"
0,8,1,2.23155681511724,1.63068360516563,1,0,1,"B"
1,3,2,1.91344855144228,-0.990777937669596,0,1,1,"B"
0,5,1,1.82955659963982,-1.22872331393227,1,0,1,"B"
1,2,2,1.47679673595922,-0.903385443847332,0,0,1,"C"
1,8,2,2.63246810980473,-0.886077330474708,0,0,0,"B"
0,3,2,2.31863978663459,-1.43694866919593,1,1,0,"B"
0,7,2,1.18214298054105,-1.88112741186072,0,1,1,"B"
1,2,2,3.24961074161953,-0.0560363708629515,0,1,1,"B"
1,6,1,2.07743399813256,-0.330392855410392,1,0,1,"C"
0,6,2,2.90658056190815,0.473740801599806,0,1,0,"B"
1,8,2,2.65890729576106,-1.80362478376942,0,1,1,"C"
1,3,2,4.02681797831812,-0.57493242555386,0,1,1,"B"
1,8,2,4.82821157282706,0.461499032246297,0,1,1,"B"
1,6,2,1.40506668945943,0.159986545309773,0,1,1,"B"
1,5,2,1.99234404294227,0.219461593029237,0,1,1,"B"
1,2,2,1.52385691650737,-1.62984443087159,0,1,0,"B"
0,6,1,2.59388941454816,2.57048412289194,1,0,1,"A"
0,3,1,1.26376074381838,1.06730060829428,1,0,1,"A"
0,6,2,3.28149721520762,-0.274520444433836,0,1,1,"A"
1,1,2,-0.179889748600245,-1.64234042931175,1,0,0,"B"
0,6,2,3.52799699904752,-0.631889453322822,0,1,1,"B"
0,1,2,3.48992812698062,-0.0724891401701805,0,1,1,"C"
0,4,2,2.72460571036916,-1.55622811223493,1,1,0,"B"
0,8,2,2.10792834435098,0.135856886006489,0,1,0,"B"
0,4,1,1.01210452485517,-0.304080815783349,0,1,0,"B"
0,1,1,2.76630324076824,-0.107502771793214,1,0,1,"C"
0,2,1,1.07542430831645,-0.621159713879855,1,0,1,"B"
0,2,1,2.68791775892219,0.1572912577147,0,0,0,"C"
1,5,1,0.124126731955237,0.347449242269427,1,1,1,"B"
0,1,1,1.72243581500577,0.470623728944681,1,1,0,"A"
0,6,1,1.59022792735537,0.465710109342994,1,1,1,"B"
1,1,2,3.14710025474529,-0.345934833711951,0,0,1,"B"
1,3,1,1.49189671182658,-0.873962675011014,1,0,1,"A"
0,2,2,2.74884123288641,-2.17143100161555,0,1,1,"B"
1,2,2,2.02578578569919,-1.32847040857177,0,0,0,"B"
0,7,2,2.9918525496749,-0.385375376956041,0,1,1,"B"
1,1,1,1.9668689034074,0.158415627360255,1,1,1,"B"
0,1,1,1.37406726483865,0.0628357343337467,1,0,1,"A"
1,7,2,2.40120674376199,-1.49569748039931,0,0,0,"C"
0,7,1,2.351758167885,0.139811072691396,1,1,0,"C"
0,5,1,3.98390738582106,1.38379879904762,1,1,1,"A"
0,5,2,2.30639213491896,-2.05697781075115,0,1,1,"B"
0,1,2,1.82388043450838,-1.42602297893263,0,1,1,"B"
0,4,1,2.73157196357764,1.58721951218652,1,1,1,"B"
1,8,2,3.45531610383127,-2.19333497624284,0,1,1,"A"
1,5,2,2.47265362603442,-1.01382237099728,0,0,0,"B"
0,7,2,2.97273346054557,0.337317857133235,0,1,1,"B"
0,6,2,3.65392064827557,-1.79931662859774,1,0,0,"A"
0,7,1,2.45048352428167,1.17042523257433,1,0,1,"C"
1,2,2,2.44996055113777,-1.86954883042345,0,1,0,"B"
0,5,2,2.85074684576814,-2.52542266632633,0,0,0,"C"
1,4,2,0.930572765175067,-1.58254281849782,0,0,1,"B"
1,4,2,2.13414313139726,-0.651186500401232,0,0,0,"B"
0,5,2,2.05138980996353,-1.40514860335431,0,1,1,"B"
1,8,2,1.39279064363847,-3.1993864689864,0,1,1,"B"
0,1,2,2.79287291275836,-2.97896319092157,0,0,1,"A"
1,8,1,1.36966757844504,-1.78869519726927,1,0,1,"C"
1,2,2,2.14320897057852,-0.374190033790462,0,1,1,"C"
0,5,1,2.06584530928033,0.790790725901378,1,0,1,"A"
1,6,1,0.929125044046877,-1.09295021669183,1,1,1,"B"
0,1,2,1.90129639574222,-1.15727580648161,0,1,1,"B"
0,4,1,1.96844833882307,0.97772531414195,1,0,1,"A"
0,5,2,1.60806550929738,-1.39629126031621,0,1,1,"B"
1,8,2,2.2150072075613,-0.122113087906594,0,1,1,"B"
1,4,2,2.66199991260503,0.683536005949619,0,1,1,"B"
0,1,1,1.01896748666983,0.726659898845037,1,1,1,"B"
0,1,1,1.49842469184733,1.00306741533439,1,0,1,"B"
0,6,2,1.80175286111174,-1.9371562051769,0,1,1,"B"
0,5,1,0.874020797103508,0.0167751444756292,1,0,0,"B"
0,8,1,1.35143174493024,-0.256807667200444,1,0,1,"C"
0,5,2,3.82079895389412,0.295722759994683,0,1,1,"C"
0,6,1,3.56869742039748,1.54278375063006,1,0,1,"A"
1,7,1,0.80911645461955,-0.994128542919189,1,1,0,"C"
0,6,1,2.99892817963819,1.3421125966103,1,0,1,"B"
1,4,2,1.65693417275937,-1.63114146740616,0,1,1,"B"
0,3,1,0.659239455461716,1.01291494356174,1,0,1,"B"
0,2,1,2.26192440741558,1.90023403718914,1,0,1,"C"
0,3,2,2.22203932424352,-1.90339472893846,0,1,0,"B"
0,7,1,0.64051476783807,-0.0795935159445952,1,0,1,"B"
1,8,2,4.40276356984028,0.609544607212763,0,1,0,"B"
1,4,1,1.41669237788117,-0.299347710056755,1,0,1,"C"
1,6,1,0.977560252676327,-2.78783051923869,1,1,1,"C"
1,4,1,1.21009498787122,-0.751545638907042,1,1,0,"A"
0,7,1,1.87103267754726,-0.10978200345638,1,1,1,"B"
0,5,2,1.22093686430495,-0.950293011102364,0,1,1,"B"
0,3,1,0.292699281377856,0.861842349226021,0,0,0,"B"
0,1,2,2.70059070763785,-0.305830669017278,1,1,0,"A"
1,5,1,1.98028005898436,-0.686206343738844,1,0,1,"B"
1,1,1,-0.0555158043427957,-0.987473827527256,1,1,1,"A"
1,8,1,0.5017597625669,0.208457611714879,0,1,0,"A"
0,5,2,4.14183400792571,-0.757489227763612,0,1,1,"B"
0,5,1,1.15510242126172,1.69447032011482,1,0,1,"A"
1,7,2,2.07059603939225,-0.0284408135656841,0,1,1,"B"
0,5,2,2.03046618594481,-1.57961556592325,0,1,1,"B"
1,3,1,1.00952352713442,-0.0865977152551991,1,0,1,"A"
1,2,2,2.7710687697928,-0.380995167771875,0,0,0,"B"
1,8,2,3.38120495780705,-1.3226088622462,0,1,1,"B"
1,3,2,1.6499139152171,-2.71392685424684,0,1,1,"C"
1,2,2,2.85903504836955,-1.42647887805049,1,1,0,"B"
0,6,2,1.91427800882151,-0.348768471104602,0,1,1,"C"
0,5,1,1.31290471349806,0.657031460729679,0,0,1,"B"
1,8,2,3.64277135610675,-0.223225316945884,0,0,0,"A"
0,2,1,2.29836471127604,0.929633920026496,1,0,1,"B"
0,5,2,2.77988521773345,0.906184568682812,0,1,1,"A"
1,4,2,2.75922436825737,-0.0660683091884741,0,1,1,"B"
1,5,1,1.87213629132076,-0.468904853427724,1,1,1,"C"
1,4,1,0.407503268980967,-1.11105979879685,1,0,1,"C"
0,2,1,2.74951977603242,1.32978656919355,1,1,1,"A"
1,5,1,0.0501888602625875,-1.25634091295971,1,1,0,"B"
1,2,1,0.461828196565495,-1.08356105397355,1,1,0,"C"
0,4,1,2.25517301323476,-0.388634536051279,1,1,0,"C"
0,8,1,1.90933677528425,0.340563203109499,1,0,0,"A"
1,2,2,3.31399009795647,-1.61634256096607,0,0,0,"B"
0,4,1,2.73699776797982,0.368720659911326,1,0,1,"A"
0,2,1,2.2403005342997,1.09785575148193,1,0,1,"A"
1,1,1,1.42773312399204,-0.651125910851168,1,0,1,"A"
0,6,2,3.56619235974155,-0.170497397974523,0,1,1,"A"
0,7,1,0.901761680672271,-0.905968687391117,1,0,1,"C"
1,6,1,0.939215618339473,-0.432310929482953,1,1,1,"C"
0,8,2,2.66670964839861,-1.79833423824003,0,1,1,"C"
1,8,2,2.38655860693096,0.0362858103791932,0,1,1,"B"
0,7,1,1.24939580892844,1.06560237461924,1,1,0,"B"
1,8,1,-0.22800472740493,-1.10311057876067,1,1,0,"C"
1,2,2,3.64587042959633,0.655485448835251,1,0,0,"C"
1,5,2,2.57966821273631,-1.37392148466964,0,0,1,"B"
0,8,2,1.80139763700247,-1.40240151083208,0,1,1,"B"
0,1,2,3.33746964495214,-0.180875019972937,0,1,1,"C"
0,4,2,2.69468928243828,0.0403931536761792,0,1,1,"C"
0,6,2,2.80687977824847,-0.165207077827594,0,1,1,"B"
0,8,2,3.55509335373441,-0.429743972528342,0,1,1,"A"
1,1,1,0.986266960506217,-0.53156408930733,1,0,1,"C"
0,3,1,0.914964821698766,-0.647052607982522,1,0,1,"A"
0,5,2,2.01767910354734,-1.80505403462938,0,1,1,"C"
1,3,1,-0.653234875206949,-0.644878814237457,1,1,0,"C"
1,4,2,3.74572322966475,0.496414435729059,0,1,1,"B"
1,5,1,0.707134411291267,-1.30704292174877,1,1,0,"A"
0,8,1,1.82251730430522,-1.10900194896461,1,0,1,"B"
1,6,1,1.29189808496406,-0.524601503000502,1,0,1,"A"
0,8,2,2.8428344180195,-0.457543768592169,0,1,0,"B"
1,7,2,0.986028076807735,-0.779219234365852,0,1,0,"A"
0,6,1,1.22722742788968,-0.623945364684431,1,1,0,"B"
1,5,2,3.22388042195535,-0.813779238104182,0,1,1,"B"
0,6,1,1.50518399063624,0.123729181313619,1,0,0,"A"
0,5,1,1.19414990248846,-0.0707639413505209,1,1,1,"B"
0,3,1,0.661611124264002,-0.277277993079596,1,0,1,"B"
1,4,1,0.974755420433032,0.0683708641758674,0,0,0,"B"
0,3,1,-0.349571400400031,-0.79406366812316,1,0,1,"B"
0,4,1,0.626310148133464,0.392175797749232,1,0,1,"C"
1,3,1,1.25295074863306,0.492486300697729,1,1,1,"A"
1,7,2,1.45185368854105,-1.04778615052959,0,1,1,"B"
1,4,2,1.47173110493396,-3.52482109461669,0,1,1,"B"
1,4,2,2.96239847924878,-0.266418135980207,0,1,1,"B"
0,6,2,2.80041735351552,-1.79482508157531,0,1,1,"B"
1,8,2,3.26617078506799,-0.67318538971002,0,0,1,"B"
0,4,1,0.776275581595809,-0.834903353902754,1,1,1,"A"
1,1,1,1.44630043919801,-0.169511635388749,1,0,1,"A"
1,3,2,4.00684638168582,0.217252891523402,0,1,1,"B"
1,1,1,1.75289188572783,-0.486238315696986,1,1,0,"B"
0,5,1,2.05074497570672,0.436306923877863,1,1,1,"A"
0,1,1,1.01948409985838,0.949199192689336,1,1,1,"B"
0,5,2,2.80361156397818,-2.31493624638626,0,0,1,"C"
1,5,2,2.27816707782071,-2.61404052384976,1,0,0,"A"
0,8,2,3.45962026929093,-0.044972986040144,0,1,1,"A"
1,4,2,0.94087763218617,-1.48541398085164,1,0,0,"B"
1,1,1,2.50113743221643,-1.32861767476609,1,1,0,"B"
0,8,2,3.07764180610393,-0.0808520753879498,1,0,0,"B"
0,3,2,2.26171777179543,-1.36254096751481,0,1,1,"C"
0,4,1,0.564188378698075,-0.951664094057294,1,1,0,"B"
1,7,2,4.90016720806416,0.570126700175008,0,1,1,"B"
1,1,1,-0.341076687359971,-0.512869927170644,1,0,1,"C"
1,4,2,2.68785511679414,-2.70881138234249,0,0,1,"B"
0,3,1,1.57990736756979,1.22688080959418,0,1,0,"B"
0,6,2,1.72854571973688,-1.60416858922886,1,1,1,"A"
0,2,1,2.48066216665034,1.41093971102165,1,0,1,"B"
0,3,1,1.03571013458078,-0.180914259625145,1,0,1,"B"
1,6,1,0.858727914919305,-0.579516129007438,1,1,0,"B"
0,6,2,1.46442345489571,-0.557782453149485,0,1,1,"B"
0,8,1,0.865483931947265,-0.777687110265641,0,0,1,"B"
0,1,1,1.8241032864809,0.356137663153528,0,0,0,"B"
0,7,1,1.78204674825487,1.83014854836735,1,0,1,"A"
1,7,1,0.205454820501528,-1.71356945759881,1,1,1,"B"
1,5,2,0.582873781421859,-0.800386672646955,0,0,0,"A"
0,5,2,1.54068375591274,-2.66694880257835,0,1,0,"C"
1,7,2,1.76876870074039,-0.926480345157691,0,1,1,"B"
1,6,1,2.71340605645668,0.258082976486522,1,1,0,"C"
0,7,2,1.53929658901434,0.0492018004030227,0,1,1,"B"
1,8,2,1.00582594903681,-2.57418298850764,0,1,1,"B"
0,6,2,2.38417032699196,-0.270723414036615,0,1,1,"C"
0,4,1,1.49703374872818,0.297388859353498,0,1,0,"B"
0,4,1,0.579300917079133,-1.36318174086263,1,1,1,"B"
1,1,1,0.882756556353846,-0.593639514107846,1,1,0,"C"
0,8,2,1.01501307596932,-2.31703165072951,0,1,1,"C"
1,7,2,1.84964671980206,-0.328568697379063,1,0,0,"B"
1,7,2,2.93797576101738,-1.29306791608924,0,1,1,"C"
1,5,1,3.09668934323664,0.534132291519077,1,1,0,"A"
1,8,1,1.20805032344384,0.0898820274198836,1,1,0,"B"
0,5,1,0.98147347630604,0.612917674081554,1,0,1,"B"
1,2,2,3.59351341542907,0.282370684414186,0,1,1,"C"
1,1,1,2.08780642365863,-0.358745360809182,1,1,1,"A"
1,3,2,3.21807710311597,-1.57480318843048,0,1,1,"B"
0,6,2,3.09019972044756,-1.1502214723811,0,1,1,"B"
0,5,2,1.89727855474257,-1.6955988321185,0,1,1,"A"
1,3,2,2.94487752887606,-0.953452299149511,0,1,1,"A"
0,7,1,2.40252413141726,0.293132460175391,1,1,0,"C"
0,4,1,2.7797574695337,0.662436105329362,1,0,1,"B"
1,1,2,4.8801927360725,0.8884101098101,1,0,0,"B"
1,5,2,3.40609441758281,-0.480688620754468,0,1,1,"B"
1,8,2,2.5771945741232,-1.58778046633629,0,1,1,"B"
0,1,2,0.815553521885144,-3.23428219848201,0,1,1,"B"
0,4,1,1.9759805738565,0.752801416002722,1,0,1,"A"
1,3,1,0.0306584378115689,-0.813733667045717,1,0,1,"A"
1,2,2,4.04888731005378,1.32214784745263,0,1,1,"A"
0,7,2,2.19914740118853,0.963307962086022,0,1,1,"C"
1,1,2,2.81586046143515,-1.83961945151887,0,1,1,"C"
1,8,1,0.337246719669541,-1.6609079557458,1,0,1,"A"
0,3,2,2.01733931716898,-0.834700331628655,0,1,1,"B"
0,1,2,2.72730143191473,-1.69598372947029,0,1,1,"A"
0,7,1,1.76254872368896,0.383348536957089,1,1,0,"A"
0,1,2,3.93110052861669,1.71183446966253,0,1,0,"A"
1,2,2,4.41623306165358,-0.073785746576913,0,1,1,"B"
1,5,1,1.74997773378022,0.0616825347262929,1,1,1,"A"
0,7,1,2.10695074495131,0.402261415862096,0,0,1,"A"
0,6,1,2.7322887035842,0.48871595392973,1,0,1,"C"
1,6,2,3.96870408423786,-0.269693032942935,0,1,1,"B"
1,1,2,2.15831210865903,0.202505385336522,0,1,1,"B"
0,6,2,2.57072927624532,-0.818757738299983,0,1,0,"B"
0,8,1,2.39912258249688,0.384580622879545,1,1,0,"B"
0,8,1,2.70898506867718,1.1885207538946,0,0,1,"A"
0,5,2,2.45773441429172,-0.286721364930127,0,1,1,"A"
1,6,1,0.772077972463516,-1.25173839312269,1,0,1,"C"
0,4,2,1.85105396340484,-0.871022229857525,0,1,1,"B"
1,7,2,0.66040394170764,-1.19359988498983,0,1,1,"B"
0,4,2,2.51572577016242,-1.41599131737298,0,1,1,"C"
1,3,2,3.91720149760056,-0.393001861560383,0,1,1,"A"
0,7,1,1.88303476454815,-0.991426157914978,1,0,1,"B"
0,7,1,0.88328798817029,0.657022833225467,1,1,1,"B"
1,8,1,0.806055361690949,-0.471856359939881,1,1,0,"B"
1,2,2,3.79694816020988,-1.49820342434001,0,0,0,"B"
0,6,2,0.369535999767486,-2.91331592315223,0,1,1,"B"
0,3,1,1.34327118808296,-0.934644863628141,0,0,0,"B"
1,1,1,-0.981075229907761,-1.00152892270539,1,0,0,"B"
1,8,1,0.652307818758343,-1.36588560469205,1,0,1,"A"
1,6,1,1.86826871573243,-0.161204085543423,1,1,0,"A"
1,7,2,2.11673921269052,-0.99269250967613,0,1,1,"B"
1,2,2,2.4636624532931,-0.315215139728729,0,1,1,"A"
0,6,1,0.523337486437585,0.545790160897125,1,0,1,"C"
1,2,2,2.35024733699384,-0.429814420806834,1,0,0,"B"
0,5,2,2.99488563893706,0.706357290563768,0,1,1,"B"
0,4,1,1.45113798713377,0.707514183120249,0,0,0,"A"
1,6,2,1.66377571079645,-1.68646856114915,0,0,1,"B"
0,5,1,2.03399567971443,0.654466948310549,1,1,0,"B"
1,3,1,0.402754160718747,1.05408093039407,1,1,0,"B"
0,7,1,0.700857513046684,0.736671811502202,0,0,0,"B"
0,1,2,3.14186026177262,-2.42285334316692,0,1,1,"A"
1,5,1,1.80492715904623,0.313522512725592,0,1,0,"C"
1,4,2,1.77345176120778,-1.81078721118861,0,1,1,"B"
0,6,1,1.37334225700272,0.76211031083723,1,1,1,"B"
0,8,2,2.3686361709191,-1.24720516703816,0,1,0,"C"
0,6,2,2.23577517285714,-0.967452922802265,0,1,0,"B"
1,1,1,2.35119315523874,-0.118324275388874,1,1,1,"C"
1,4,2,3.90251461571065,0.150114170079361,0,1,1,"B"
0,6,2,1.90191319369193,-1.44382020345864,0,1,1,"B"
1,4,2,2.14510943478337,-1.9429254111106,0,1,1,"B"
0,1,2,1.94411427471276,-2.59724994895862,0,1,1,"B"
0,8,2,2.97400082224076,-1.44031844900203,0,1,1,"B"
